# id:21-21-21-0 
-0.18,0.71,1
-0.79,-0.16,1
0.18,-0.17,-1
0.22,0.3,1
0.12,-0.3,-1
-0.55,-0.65,-1
-0.26,-0.07,1
-0.04,0.81,1
0.94,0.26,1
0.11,0.14,1
-0.25,0.96,1
-0.59,-0.84,-1
0.01,0.35,1
-0.79,-0.44,1
-0.29,0.69,1
-0.56,-0.87,-1
0.92,-0.12,1
0.48,0.85,1
0.27,0.78,1
0.26,-0.11,-1
-0.47,0.65,1
0.53,-0.94,-1
0.35,0.07,1
-0.99,0.29,1
0.98,1,1
-0.38,-0.57,-1
0.64,-0.65,-1
0.58,0.83,1
0.33,0.1,1
-0.65,-0.65,-1
-0.5,-0.11,1
-0.4,-0.59,-1
-0.13,0.77,1
-0.52,0.78,1
-0.33,0.76,1
-0.47,-0.63,-1
-0.46,-0.99,-1
0.43,0.6,1
-0.84,-0.07,1
-0.33,0.28,1
-0.93,0.78,1
0.13,-0.62,-1
-0.76,0.25,1
-0.57,0.74,1
0.9,-0.6,1
0.36,-0.06,-1
0.26,0.49,1
0.51,-0.08,1
0.59,0.08,1
-0.23,0.76,1
-0.7,0.84,1
-0.27,-0.03,-1
0.58,0.21,1
-0.82,0.64,1
-0.44,0.54,1
-0.3,-0.1,-1
0.22,-0.84,-1
0.76,0.68,1
0.88,0.27,1
-0.07,-0.97,-1
0.26,-0.66,-1
0.36,0.08,1
0.84,-0.35,1
0.58,-0.17,1
0.04,0.4,1
-0.08,-0.9,-1
0.74,0.33,1
-0.97,0.08,1
0.25,-0.05,1
0.56,0.89,1
0.61,0.14,1
0.5,-0.51,-1
-0.64,-0.67,-1
-0.57,0.91,1
-0.86,-0.05,1
0.4,0.87,1
0.55,0.61,1
0.87,0.64,1
0.86,-0.11,1
0.1,-0.56,-1
-0.62,-0.95,-1
-0.99,0.56,1
-0.28,0.92,1
-0.93,-0.65,1
-0.74,-0.51,1
0.84,0.9,1
0.52,0.45,1
-0.48,0.31,1
-0.4,0.16,1
0.64,-0.74,-1
-0.45,-0.35,-1
-0.4,-0.33,-1
0.15,0.39,1
-0.98,0.47,1
-0.19,0.73,1
-0.46,0.57,1
-0.86,0.09,1
0.35,0.62,1
-0.81,-0.78,-1
0.93,0.87,1
-0.91,-0.59,1
-0.68,0.02,1
-0.9,-0.84,-1
0.8,-0.81,-1
0.85,0,1
-0.62,0.54,1
-0.18,0.69,1
-0.3,0.03,1
0.89,0.23,1
-0.77,0.15,1
-0.15,0.25,1
-0.9,0.57,1
-0.97,0.68,1
0.36,0.47,1
-0.87,0.31,1
-0.35,0.7,1
-0.27,-0.49,-1
0.91,0.21,1
-0.31,0.1,1
0.71,0.33,1
-0.42,-0.83,-1
0.87,-0.72,1
-0.83,-0.68,1
-0.36,0.68,1
0.31,0.82,1
-0.03,-0.54,-1
-0.83,0.2,1
0.05,0.11,1
-0.03,0.81,1
-0.9,0.51,1
-0.61,-0.91,-1
0.93,0.96,1
0.03,-0.88,-1
0.81,-0.23,1
-0.95,-0.92,1
0.63,0.06,1
-0.12,0.23,1
-0.35,-0.72,-1
0.64,0.25,1
0.72,0.35,1
0.12,0.75,1
-0.3,0.67,1
-0.43,-0.31,-1
-0.24,-0.5,-1
-0.37,-0.44,-1
-0.69,-0.82,-1
-0.55,0.07,1
0.81,0.73,1
-0.74,0.36,1
-0.48,0.08,1
-0.71,-0.81,-1
-0.84,-0.1,1
0.98,0.48,1
0.93,-0.76,1
-0.35,-0.13,-1
0.46,0.18,1
0.33,0.64,1
-0.58,0.45,1
0.8,0.71,1
-0.58,-0.77,-1
-0.6,-0.48,-1
-0.87,-0.32,1
0.52,-0.34,-1
0.61,-0.41,1
-0.81,0.24,1
0.35,-0.3,-1
-0.31,-0.98,-1
0.11,-0.56,-1
0.24,-0.77,-1
-0.26,-0.34,-1
0.31,0.07,1
-0.93,0.2,1
0.75,-0.28,1
-0.11,-0.68,-1
-0.73,-0.48,-1
-0.47,0.88,1
0.98,-0.44,1
0.05,0.67,1
0.57,-0.09,1
0.81,0.65,1
-0.74,-0.04,1
0.25,0.04,1
-0.08,-0.21,-1
0.26,0.68,1
-0.82,0.96,1
-0.65,-0.52,1
0.22,-0.55,-1
-0.9,0.51,1
0.43,0.08,1
-0.01,-0.12,-1
0.22,0.14,1
-0.49,-0.61,-1
0.01,0.32,1
-0.78,-0.43,1
0.77,-0.24,1
0.83,0.12,1
0.76,-0.66,-1
-0.74,-0.56,1
-0.57,0.88,1
0.52,-0.13,1
-0.75,-0.91,-1
0.96,-0.39,1
-0.31,0.62,1
-0.79,0.84,1
0.42,0.6,1
-0.43,0.43,1
-0.79,0.18,1
-0.69,0.44,1
0.92,0.88,1
-0.4,0.39,1
-0.84,0.65,1
-0.13,0.6,1
0.97,-0.72,1
-0.63,-0.5,-1
0.36,0.92,1
0.11,-0.52,-1
0.98,-0.31,1
0.18,0.01,-1
-0.17,-0.08,-1
-0.64,0.52,1
-0.23,0.69,1
0.27,-0.45,-1
-0.63,-0.49,-1
0.09,-0.11,-1
0.65,-0.76,-1
0.81,0.36,1
0.39,0.33,1
-0.85,-0.49,1
-0.65,0.35,1
-0.57,0.71,1
0.9,-0.52,1
0.01,0.75,1
0.73,-0.89,-1
-0.28,0.2,1
-0.78,-0.15,1
0.64,-0.35,1
0.54,-0.96,-1
-0.87,-0.81,-1
0.73,-0.45,-1
-0.75,-0.02,1
-0.71,-0.13,1
-0.98,0.89,1
-0.71,0.61,1
0.08,-0.68,-1
-0.25,-0.45,-1
-0.33,-0.82,-1
0.95,0.72,1
-0.46,0.86,1
0.66,0.59,1
-0.89,0.84,1
-0.72,-0.87,-1
-0.07,-0.85,-1
0.32,-0.55,-1
0.83,0.54,1
0.53,-0.72,-1
-0.92,-0.04,1
0.3,-0.1,-1
-0.44,0.44,1
-1,0.09,1
-1,0.2,1
-0.01,0.48,1
-0.16,-0.59,-1
-0.42,0.73,1
0.93,0.56,1
0.6,0.09,1
0.83,0.17,1
-0.77,-0.53,1
-0.64,0.03,1
-0.66,0.04,1
0.91,0.05,1
0.31,-0.97,-1
-0.16,-0.12,1
-0.47,0.46,1
-0.33,0.38,1
-0.65,-0.02,1
-0.69,-0.2,1
0.24,0.04,1
0.06,0.4,1
-0.69,0.74,1
-0.34,0.65,1
-0.79,-0.05,1
0.24,0.79,1
-0.32,-0.69,-1
0.85,-0.01,1
-0.43,0.34,1
-0.63,0.66,1
0.36,-0.11,1
-0.19,0.95,1
0.3,-0.75,-1
-0.17,-0.08,1
0.42,0.13,1
-0.96,-0.63,1
0.55,0.05,1
-0.5,-0.1,1
-0.16,0.48,1
-0.84,0.86,1
-0.72,0.21,1
0.45,-0.98,-1
-1,0.33,1
-0.71,-0.84,-1
-0.77,0.58,1
0.11,0.62,1
0.79,0.17,1
-0.23,0.67,1
-0.26,-0.5,-1
-0.95,-0.33,1
0.02,-0.05,-1
-0.13,-0.6,-1
-0.33,-0.6,-1
-0.28,-0.31,-1
0.7,-0.08,1
0.8,-0.97,-1
-0.74,0.83,1
0.79,-0.41,1
-0.79,0.34,1
-0.89,0.4,1
0.87,-0.59,1
-0.18,0.29,1
0.81,0.96,1
-0.89,-0.33,1
-0.42,-0.64,-1
-0.37,-0.84,-1
-0.71,-0.58,-1
0.13,-0.79,-1
0.63,-0.58,-1
-0.37,-0.46,-1
-0.7,-0.6,-1
-0.07,0.23,1
0.96,0.03,1
0.39,0.15,1
0.51,0.73,1
-0.45,-0.65,-1
0.63,-0.35,1
-0.47,0.78,1
-0.97,0.41,1
-0.13,-0.97,-1
0.11,-0.66,-1
0.76,0.27,1
0.7,0.23,1
0.59,-0.39,-1
-0.84,-0.89,-1
0.1,-0.34,-1
-0.81,-0.71,-1
0.72,-0.17,1
0.45,-0.14,-1
0.6,0.73,1
-0.71,-0.17,1
0.39,-0.41,-1
0.71,-0.71,-1
0.06,0.89,1
0.56,-0.96,-1
0.79,0.14,1
-0.63,0.33,1
0.61,0.05,1
-0.38,-0.51,-1
0.04,-0.92,-1
0.5,-0.62,-1
-0.71,0.77,1
-0.65,0.47,1
0.65,-0.48,1
0.56,-0.92,-1
0.58,0.88,1
-0.73,-0.75,-1
0.26,0.87,1
0.07,-0.51,-1
0.74,0.54,1
-0.87,0.03,1
0.36,0.33,1
0.18,0.69,1
0.29,0.33,1
0.28,-0.11,-1
0.31,-0.53,-1
-0.52,-0.26,-1
-0.01,1,1
-0.46,0.06,1
-0.42,-0.2,-1
-0.28,-0.07,1
0.23,-0.71,-1
0.51,0.47,1
0.24,-0.24,-1
0.51,-0.97,-1
0.86,0.35,1
-0.93,0.84,1
-0.45,-0.18,1
-0.11,0.37,1
0.72,0.96,1
-0.92,-0.33,1
0.48,0.91,1
-0.81,0.41,1
-0.41,-0.36,-1
-0.68,-0.85,-1
-0.06,-1,-1
-0.97,-0.92,-1
0.87,-0.37,1
0.7,0.53,1
-0.41,0.25,1
-0.72,0.33,1
-0.09,-0.2,-1
0.83,-0.01,1
-0.8,0.59,1
0.35,0.91,1
-0.48,-0.15,1
0.04,-0.11,-1
0.4,-0.25,1
-0.43,-0.55,-1
0.12,0.05,1
0.61,0.33,1
-0.22,-0.76,-1
0.86,-0.94,-1
-0.68,-0.73,-1
0.45,0.62,1
-0.28,-0.86,-1
-1,0.18,1
0.36,-0.43,-1
0.36,0.15,1
-0.12,-0.74,-1
0.65,0.88,1
0.76,-0.35,1
-0.35,-0.5,-1
-0.45,-0.17,1
-0.97,-0.72,1
0.43,0,1
0.67,0,1
-0.2,-0.64,-1
-0.32,0.72,1
0.02,-0.4,-1
-0.61,-0.76,-1
0.11,1,1
-0.94,-0.35,1
0.09,0.21,1
-0.61,0.25,1
0.32,-0.33,-1
-0.62,-0.66,-1
-0.38,0.14,1
0.45,0.82,1
0.41,-0.17,-1
0.63,0.23,1
0.73,-0.67,-1
-0.52,-0.6,-1
0.74,0.5,1
0.82,0.89,1
-0.82,0.21,1
0.56,0.59,1
0.93,-0.79,-1
-0.35,0.66,1
0.11,0.06,1
-0.85,-0.31,1
0.46,-0.58,-1
-0.25,-0.1,-1
-0.3,-0.36,-1
0.86,-0.55,1
-0.74,-0.36,1
0.34,-0.81,-1
-0.25,-0.89,-1
0.3,-0.23,-1
0.68,0.88,1
-0.13,-0.97,-1
0.3,0.49,1
-0.94,-0.77,1
0.24,-0.06,-1
0.9,-0.2,1
-0.56,0.06,1
-0.81,-0.61,-1
0.54,0.15,1
0.09,-0.55,-1
-0.7,-0.88,-1
-0.42,-0.01,1
0.56,-0.71,-1
-0.05,-0.64,-1
0.25,0.61,1
-0.81,0.5,1
0.59,0.94,1
0.63,-0.87,-1
0.86,0.67,1
-0.8,-0.24,1
0.33,0.06,1
-0.68,0.65,1
0.36,0.2,1
0.88,-0.85,-1
-0.37,0.4,1
-0.68,0.6,1
-0.18,0.18,1
-0.64,-0.19,1
-0.69,-0.33,1
0.4,-0.13,1
-0.06,-0.81,-1
-0.4,-0.48,-1
0.26,0.88,1
-0.8,0.76,1
0.53,-0.61,-1
-0.56,-0.28,1
-0.14,0.54,1
0.22,0.9,1
0.72,-0.79,-1
0.87,0.61,1
