# id:8--80--16 
0.18,-0.64961688028345
0.49,-4.1568716227159
0.89,-10.409641158337
-0.28,0.41971380935688
0.32,-1.1632030853718
-0.25,-0.18263693324858
0.15,0.30648357772306
-0.69,-2.2915155031494
-0.53,-2.0590965785915
0.06,0.94479079204044
-0.21,0.21437326964968
-0.79,-5.9892665505808
0.93,-8.5781153548368
-0.01,-0.83332588443398
-0.76,-4.1010914861251
0.64,-5.6919717056902
0.26,-1.4462653545064
-0.23,0.0069355585033278
1,-13.533515991206
-0.77,-5.4360395241778
-0.54,-3.0861568310136
-0.5,-1.9776103957622
0.02,-0.15675684301133
-0.2,-0.6792794357821
0.64,-5.2910020442793
-0.47,-1.4394033919977
-0.79,-5.0060026850452
-0.79,-3.6242305500781
-0.03,-0.088998452407536
0.16,-0.74620544857363
-0.23,-0.49435872842341
-0.36,-0.44719151988983
0.93,-10.835863772144
0.17,-2.6519285261776
-0.1,-1.5533526034331
0.24,-0.0068981893291367
-0.61,-2.1933341302852
-0.03,0.31016410725945
-0.44,-0.95553636537609
-0.1,0.058491926643566
0.64,-4.876988147986
-0.37,-1.0604985751409
-0.84,-7.2217364200516
1,-11.615580254281
-0.95,-5.0139422272432
-0.66,-4.1546068764531
0.95,-10.427013370654
-0.14,-0.27949571535558
-0.62,-1.4413424327869
0.79,-8.5170312755882
0.44,-3.6741102881069
-0.35,0.74053010748535
-0.24,-0.33539291895245
0.24,-3.7402005128009
0.4,-3.8709140638312
0.53,-4.1355662954027
0.56,-2.8091514142209
-0.11,2.2298192878041
0.01,-0.52013982222282
-0.15,-2.1153015751223
-0.96,-8.5751198317209
0.91,-11.233057094756
-0.84,-4.6819897541947
0.87,-8.8538922946594
-0.21,-0.19084148440789
0.84,-9.1649413622577
-0.33,-1.3974861480246
-0.95,-6.7774098894073
-0.9,-8.0131538871928
-0.24,-0.30384238052882
0.43,-2.6166856886984
-0.47,-0.19419063959735
-0.56,-0.40126296584093
-0.3,-1.9493606188808
-0.68,-3.5180764127144
-0.48,-0.80972834161973
-0.26,-1.125435863362
-0.65,-3.6482878850181
0.19,0.80274532929926
0.46,-2.7295967448279
0.87,-9.8819685831917
-0.8,-5.5976071936031
0.78,-7.8675019874846
0.98,-12.31867730495
0.56,-4.7948029302135
0.38,-0.69592965963593
0.01,1.4425812211005
0.97,-13.15685237772
0.35,-1.4838315652792
-0.1,-0.78790726349972
-0.78,-3.8275233049675
-0.97,-7.6674147895803
0.86,-11.260412793459
0.86,-7.9035343808458
-0.39,0.43377580591734
0.02,0.78480550782019
-0.4,-2.1140925237038
0.01,-0.16909955432238
0.5,-3.9265599452971
-0.75,-5.8517431202708
0.71,-8.5265926185742
-0.97,-6.5165939247507
0.55,-5.1963541677074
-0.83,-4.3856321301186
-0.33,-1.0807063439454
-0.44,-1.8903428127029
-0.5,-2.3601463378609
0.86,-8.7001640264263
-0.02,-1.8619457233205
0.41,-3.7136662539688
0.03,-0.80009962589067
-0.94,-6.8623450657465
0.66,-5.5428086101851
-0.99,-8.0757960428396
-0.95,-8.9690417660059
-0.79,-5.8134459122267
0.91,-8.5661710059345
-0.52,-4.094733521007
-0.75,-4.990186751592
-0.66,-3.5084694713163
0.74,-6.4104656454074
0.83,-6.3609994746907
0.5,-2.3530826417732
-0.4,-2.1294968137607
0.39,-2.8227780504592
-0.94,-7.2952537348822
-0.57,-1.3054279078662
-0.96,-6.6660461255444
0.2,-0.97068900610841
0.25,-1.6886530820081
-0.68,-3.4024779140439
0.01,0.71281583647874
0.72,-7.2967880233688
0.69,-6.2241148678128
-0.85,-5.9182384121099
-0.1,-1.9671011005947
-0.07,0.68970002558496
-0.87,-5.3258338263748
-0.59,-3.4027660358193
-0.1,0.9766882056482
-0.27,0.34391903621236
-0.78,-3.0425058503794
0.09,-0.4016135916214
0.26,-2.2268741667539
-0.67,-4.3936750853173
0.54,-3.6590114631218
0.97,-12.012820220833
-0.11,1.3333823504724
-0.95,-7.1709353960908
0.65,-4.4864380328693
-0.4,-0.82364059489893
-0.9,-5.6098212578561
0.28,-2.0350070173436
0.96,-10.925091061295
-0.03,0.0054138278123412
0.5,-4.7120987530003
0.83,-9.3643275407619
-0.13,-0.074448099023784
1,-11.391189818964
0.21,-2.6193711706441
-0.37,-2.2905192275601
-0.02,1.0383783007005
0.3,-1.4314304789723
-0.73,-2.6527629897741
-0.56,-2.1532463045064
0.56,-3.0842103275212
-0.54,-0.54886707236809
-0.43,-2.2605793708603
0.9,-11.232880986857
0.44,-4.4300962386416
0.4,-2.79387603042
-0.43,-2.4009563605046
-0.35,0.1270746766483
-0.86,-4.9136245204388
0.57,-4.5070063576595
-0.04,0.59062351636275
-0.91,-6.9018465566734
-0.21,-0.81560470148552
0.82,-7.6978014854482
-0.27,0.15775242714698
-0.02,-1.2666916985826
0.31,-1.4384810419861
0.95,-10.809773013241
0.19,0.658489581608
-0.59,-0.60225195750798
-0.3,0.031715649058449
0.55,-5.8345712042377
0.03,1.6255693354432
-0.29,-0.39154160642273
-0.16,-0.62267962681621
-0.48,0.17933669170516
-0.53,-0.7910506776485
