# id:16-16-16 
0.16,-0.92,-1.2800282688353
-0.23,-0.35,-0.42168020569139
-0.97,-0.9,-0.076201308743226
0.48,0.93,0.84878593305652
0.95,0.25,1.414532254029
0.82,0.17,1.1521981037182
-0.23,0.84,0.71551087546442
-0.93,0.17,1.5208357194651
0.5,-0.47,-0.76892394131888
0.86,0.2,0.85919806742138
-0.67,0.73,1.2903937330442
-0.96,0.01,1.1637394437825
0.99,0.43,1.2223205852919
-0.39,-0.95,-0.72771518792668
-0.46,-0.93,-0.62944484844174
0.3,0.71,0.88411954218353
-0.84,-0.94,-0.25433165542892
-0.64,-0.81,-0.069844111024958
-0.83,0.85,1.107460872108
-0.89,-0.88,0.3529995854022
0.1,0.94,1.382038241424
0.29,0.87,0.6022527205757
0.78,0.36,1.1309770734388
0.04,0.27,0.20148577352787
0.89,-0.11,0.84387365713345
-0.53,-0.78,-0.44295677402394
-0.38,-0.48,-0.558327146777
0.23,-0.39,-0.63801919028169
0.95,0.85,1.54622561081
-0.33,-0.51,-0.24433914146809
0.93,0.97,1.8521882680808
-0.81,-0.92,-0.11534039689193
-0.97,-0.44,0.55934355605259
-0.72,-0.79,0.056016899723498
-0.6,-0.6,-0.13827409621168
-0.67,0.5,0.82960314135915
-0.66,0.62,1.2955519255925
0.37,-0.89,-0.8286138534986
-0.02,-0.6,-0.50274086462926
0.39,-0.13,0.090016703439897
0.3,0.86,0.71331088217385
0.09,0.92,1.1852512023432
-0.62,-0.69,-0.20002505499509
-0.47,-0.67,-0.31634601045089
-0.85,0.2,0.99668247108354
-0.18,-0.92,-0.82115324934386
0.16,0.02,0.22605431893375
-0.84,0.2,1.0696404978775
0.58,-0.55,0.059205404151018
0.41,0.98,0.92912978361046
-0.15,0.74,1.235499658703
0.48,0.19,0.27889066954245
0.36,-0.16,0.17379782492142
0.31,-0.67,-0.27501288518927
0.24,-0.31,-0.75763959397194
0.2,-0.46,-0.071768745876427
-0.45,-0.72,-0.52048016965759
-0.55,-0.07,-0.039141307070103
-0.4,-0.02,0.14657254563217
0.27,-0.24,-0.15485006072669
-0.82,-0.91,-0.29711645849077
-0.16,0.35,0.11452773475909
0.11,0.01,0.1150155136736
-0.46,-0.31,0.011927493133745
0.46,0.96,1.3112973989139
-0.33,-0.69,-0.3625394734343
0.69,-0.86,-0.032089179829962
0.5,0.04,0.37680651324854
-0.02,-0.2,-0.17370122897684
0.38,-0.78,-0.87257038562751
0.5,-0.43,0.31031384176209
-0.24,-0.96,-0.32613189728929
-0.14,0.22,0.08985308469939
-0.02,0.46,0.30464755925913
-0.81,-0.76,-0.032132802871527
-0.78,-0.62,-0.12807019657248
-0.67,0.06,0.38499952235427
0.73,0.45,1.0946006935149
-0.93,-0.74,-0.095191699560083
-0.87,0.53,1.5924570058602
-0.78,-0.2,0.19927018740024
0.84,0.91,1.6700152955291
-0.05,0.34,0.25396547943622
-0.05,0.93,0.83855319893251
-0.86,-0.68,-0.072407486967584
-0.85,0.64,1.6780343743309
-0.11,-0.09,-0.04206693497819
0.69,0.76,1.2923657962767
-0.88,-0.34,0.46596640118915
0.21,-0.68,-0.79885250788933
-0.09,0.44,0.041836235120969
