# id:13--3785.6-78
0,-61.165399975887
1,163.27498353003
2,-46.337074362362
3,-178.68586203316
4,-454.5057390492
5,-541.16523305918
6,-363.76140145454
7,-37.291209836815
8,-65.223019883662
9,-710.97293235009
10,-649.89420983483
11,-347.92385745662
12,-635.38932319127
13,-552.62756021604
14,-451.51795576335
15,-531.88973810374
16,-150.0225469887
17,-432.43892039142
18,339.06615963843
19,-120.60038303415
20,-91.942911953008
21,-196.70371380376
22,51.015751471495
23,-154.50578761391
24,-154.85781292328
25,-184.66913385188
26,119.21261317327
27,82.559499928097
28,-150.47172285459
29,-99.528193706967
30,-184.71787678324
31,35.834716210093
32,-72.11071495337
33,-220.60042127209
34,291.88450363984
35,-443.25073854344
36,250.241742211
37,-192.2272799435
38,-187.11360472706
39,13.413577380945
40,-21.734064031397
41,168.38908663355
42,-118.47128790967
43,581.1210877843
44,-445.1946291911
45,27.168995681546
46,-312.50363558938
47,-462.56142060551
48,-168.25558089727
49,-43.513040344975
50,44.677056115748
51,-65.417793099841
52,176.14661152007
53,122.35533019228
54,228.0433469524
55,-66.884657188913
56,350.16329968146
57,-36.265632459598
58,-125.71411559067
59,75.78580149519
60,-76.317926230353
61,-24.472303167515
62,116.29434597555
63,115.29361104639
64,85.239058048101
65,235.89754446509
66,55.319166190078
67,77.030846805941
68,-253.02883733813
69,21.20178151327
70,-254.25196111393
71,29.651341415614
72,11.807712244814
73,151.82872245071
74,201.43237804366
75,-35.75278692294
76,-165.2324646274
77,-142.91429232195
78,505.94079368806
79,75.029816882301
80,788.53381942312
81,554.24856052193
82,427.14942875434
83,-274.92036603007
84,157.05653141708
85,396.50224744943
86,512.22663793979
87,770.2840778287
88,-65.161689187675
89,338.62673142554
90,274.04353848479
91,603.14293353106
92,233.27671823497
93,468.25742555467
94,500.90532373716
95,39.120142581447
96,25.698539527392
97,-264.56180394491
98,78.111284144327
99,434.56361744424
100,-28.339826951183
101,280.93409161784
102,233.94349234738
103,382.28056987425
104,166.4088098867
105,454.11473532838
106,81.157854022928
107,533.90371737621
108,-126.85923388899
109,308.20391400007
110,-41.935296629978
111,72.250429301399
112,522.43871246196
113,409.4245941185
114,537.53842643495
115,551.57310138385
116,281.96019749686
117,617.55134833152
118,320.01670732429
119,216.34649355109
120,571.45025537067
121,412.78683205618
122,596.73935281694
123,323.35536544463
124,816.33580629995
125,128.19640859341
126,660.84283297255
127,333.18238180283
128,546.26098071101
129,333.38168049757
130,784.50910371971
131,361.6187695318
132,277.85037659659
133,835.21015166343
134,530.10638975884
135,734.73238208566
136,507.66192460812
137,1108.4795777481
138,586.26008534969
139,588.26339908769
140,1018.1675739522
141,521.83570442473
142,707.80929522152
143,466.84526297984
144,799.80434979713
145,383.46781013789
146,446.33846160056
147,697.22786194326
148,375.80744833018
149,720.86457045873
150,823.83700482064
151,395.51031390324
152,286.48498988992
153,573.70715212484
154,71.931494930921
155,515.49477613129
156,182.65024180838
157,730.91969000397
158,250.4189035573
159,255.63748833573
160,663.09476912707
161,409.68363197753
162,639.74732604871
163,867.22427511124
164,787.14330256611
165,850.57673714543
166,691.04252076163
167,918.56088224434
168,709.82023899291
169,815.96810044425
170,209.1345612868
